,Year,State,Cattle production in lb,Corn production in tons,Soybeans production in bu,short,TMAX,TMIN,TAVG,EMXT,EMNT,DX90,DT32,PRCP,SNOW,AWND
28,2016,alabama,"546,764,000","112,000",15138000.0,AL,24.906962025316453,11.880526315789476,18.397027027027022,36.78607594936706,-6.9934210526315805,91.10126582278481,46.368421052631575,1180.130270270271,3.3,2.4642857142857144
29,2017,alabama,"614,928,000","119,000",16970000.0,AL,24.215588235294124,12.080307692307693,18.154153846153847,35.20588235294117,-9.793846153846152,45.779411764705884,39.06153846153846,1674.8924050632916,22.857142857142854,2.453333333333333
30,1988,alaska,"2,310,000",,,AK,4.55954022988506,-4.0259340659340666,0.411294117647059,24.067816091954022,-28.74615384615384,0.011494252873563218,199.978021978022,1122.1122448979593,2170.0714285714284,4.557894736842106
31,1989,alaska,"2,750,000",,,AK,4.756024096385541,-4.541176470588236,0.2290123456790125,26.545783132530126,-38.524705882352926,0.024096385542168683,196.25882352941173,984.4581818181821,2089.314606741573,4.336842105263158
32,1990,alaska,"1,890,000",,,AK,4.856321839080461,-4.576923076923076,0.3387058823529412,27.111494252873555,-31.863736263736246,0.08045977011494253,195.6923076923077,1012.9473214285716,2989.2613636363635,4.089473684210526
33,1991,alaska,"1,085,000",,,AK,4.820941176470586,-4.01035294117647,0.36524390243902427,27.017647058823535,-31.656470588235287,0.2,196.85882352941172,1109.6803738317758,2597.1807228915663,4.26
34,1992,alaska,"1,635,000",,,AK,4.0148888888888905,-4.6702150537634415,-0.4221348314606743,26.509999999999994,-29.78924731182795,0.08888888888888889,214.9784946236559,1114.1651785714284,2534.3837209302324,4.264999999999999
35,1993,alaska,"2,075,000",,,AK,6.56042105263158,-2.474845360824742,2.0782795698924734,27.552631578947373,-32.72061855670102,0.07368421052631577,187.49484536082474,1112.8211864406785,2175.234042553192,4.285
36,1994,alaska,"2,100,000",,,AK,4.618172043010754,-4.298602150537635,0.1523913043478261,27.237634408602144,-31.612903225806452,0.25806451612903225,200.17204301075267,1048.8299065420565,2732.9036144578313,4.414285714285715
37,1995,alaska,"2,300,000",,,AK,5.0352127659574455,-3.9451612903225803,0.5113186813186813,26.24787234042552,-32.494623655913976,0.0,190.67741935483872,879.7452631578948,1357.0131578947369,4.078947368421053
38,1996,alaska,"2,767,000",,,AK,3.2131578947368418,-6.388043478260869,-1.7096629213483143,26.014736842105265,-33.1358695652174,0.0,225.34782608695653,732.2171717171718,2305.74358974359,4.6466666666666665
39,1997,alaska,"3,046,000",,,AK,4.830618556701032,-4.5408247422680414,-0.013626373626373556,27.413402061855674,-35.25670103092783,0.010309278350515464,204.2989690721649,883.3754716981131,1998.4235294117648,4.35
40,1998,alaska,"3,754,000",,,AK,4.657499999999999,-4.332727272727272,0.09686440677966088,26.72250000000001,-32.79338842975208,0.10833333333333334,207.71900826446281,877.1716814159294,1522.360465116279,3.794117647058824
41,1999,alaska,"889,000",,,AK,2.6807758620689643,-6.835811965811964,-2.1178070175438606,28.17844827586206,-39.37948717948717,0.27586206896551724,219.88034188034192,908.9247933884302,2558.037974683544,3.632352941176471
42,2000,alaska,"3,635,000",,,AK,4.453362068965517,-4.565739130434783,-0.06394736842105263,25.545689655172424,-34.746086956521744,0.0,219.50434782608696,914.690082644628,2016.7564102564106,3.6756097560975616
43,2001,alaska,"2,537,000",,,AK,4.443008849557521,-4.410521739130433,0.01097345132743365,26.147787610619467,-31.76260869565218,0.0,212.2608695652174,929.5908333333335,2429.1857142857143,3.4928571428571424
44,2002,alaska,"2,818,000",,,AK,5.932348484848484,-3.274558823529412,1.3533587786259542,27.56287878787879,-30.509558823529392,0.045454545454545456,198.41176470588238,1072.805303030303,1954.0123456790122,3.4395348837209303
45,2003,alaska,"2,468,000",,,AK,5.489264705882351,-3.5453030303030304,1.0193846153846156,27.540441176470605,-29.83712121212121,0.05882352941176471,200.65151515151518,929.7248175182484,1874.4567901234568,3.64047619047619
46,2004,alaska,"2,914,000",,,AK,5.240239999999999,-4.131472868217055,0.5343089430894309,29.7992,-34.095348837209286,0.752,201.69767441860463,939.787022900763,2150.9852941176473,3.595454545454547
47,2005,alaska,"3,262,000",,,AK,5.211603053435113,-3.905503875968993,0.6447656250000002,27.50381679389314,-32.31317829457366,0.09923664122137403,196.0,989.654961832061,1688.695652173913,3.5795454545454546
48,2006,alaska,"3,588,000",,,AK,3.9233108108108112,-4.87013605442177,-0.4624827586206897,25.364864864864863,-32.84897959183674,0.0472972972972973,206.85034013605443,1049.9094339622638,2467.885057471264,3.5000000000000013
49,2007,alaska,"1,313,000",,,AK,4.670914285714286,-3.9311428571428575,0.33923529411764697,26.311428571428586,-31.32800000000001,0.011428571428571429,199.38857142857142,1010.1335403726712,2335.2022471910113,3.45945945945946
50,2008,alaska,"1,150,000",,,AK,2.8830054644808722,-5.687222222222218,-1.43752808988764,24.23770491803279,-32.515,0.01092896174863388,217.0611111111111,1226.736486486487,2926.2564102564097,3.2142857142857157
51,2009,alaska,"2,011,000",,,AK,4.067572815533983,-5.150190476190477,-0.5700980392156864,28.26941747572815,-34.52380952380953,0.28640776699029125,207.36666666666667,925.3778443113772,2384.2065217391305,3.1558823529411764
52,2010,alaska,"2,309,000",,,AK,4.6818859649122775,-4.205130434782609,0.21528888888888886,26.279385964912247,-30.03652173913042,0.16228070175438594,202.08260869565217,961.3917647058826,1871.4255319148936,3.2692307692307696
53,2011,alaska,"2,451,000",,,AK,3.9901687763713074,-5.077649572649576,-0.5477777777777777,25.13966244725739,-32.08974358974359,0.02109704641350211,208.33760683760684,1208.203921568627,2635.383333333333,3.573684210526315
54,2012,alaska,"1,370,000",,,AK,2.708778280542986,-6.212657657657656,-1.7763594470046082,25.638009049773764,-34.71306306306307,0.027149321266968326,214.70270270270268,1087.2604790419161,2617.189655172414,3.4675675675675666
55,2013,alaska,"761,000",,,AK,4.356467661691543,-4.317128712871288,0.01185,29.132835820895508,-30.98712871287129,0.527363184079602,208.4356435643564,1149.326086956521,2756.2,3.3333333333333326
56,2014,alaska,"1,991,000",,,AK,5.337881355932202,-3.3197457627118636,1.0205128205128209,25.20508474576269,-28.777542372881346,0.00423728813559322,200.8262711864406,1102.588343558283,1182.050847457627,3.3027027027027027
57,2015,alaska,"1,934,000",,,AK,4.85465,-3.95355,0.4384422110552765,28.55800000000001,-31.60700000000001,0.135,203.29,1016.8584905660383,1371.578947368421,3.6
58,2016,alaska,"2,900,000",,,AK,5.986519823788546,-2.6673245614035084,1.6260444444444455,27.56167400881056,-27.757894736842093,0.11894273127753305,191.53508771929825,1033.4076433121022,1057.7230769230769,3.6648648648648656
59,2017,alaska,"3,678,000",,,AK,4.499642857142856,-4.423076923076924,0.028205128205128268,26.976530612244915,-33.02153846153845,0.07653061224489796,203.48717948717945,1030.2664285714286,1678.7959183673472,3.5228571428571427
60,1988,arizona,"531,780,000","162,000",,AZ,24.93177419354839,8.571749999999996,16.907767857142858,40.1,-10.8075,100.60483870967742,77.18333333333334,376.290625,240.27464788732397,3.02
61,1989,arizona,"454,680,000","189,000",,AZ,25.887441860465128,8.895714285714282,17.688534482758612,41.79379844961239,-10.784920634920638,112.046511627907,71.62698412698413,231.29090909090908,132.5,3.22
62,1990,arizona,"470,750,000","216,000",,AZ,24.495158730158728,8.536717557251908,16.855641025641027,42.70634920634922,-14.090839694656491,98.6825396825397,78.03053435114505,425.50773809523787,354.3959731543624,3.1
63,1991,arizona,"517,720,000","252,000",,AZ,23.601893939393925,7.986538461538465,16.055862068965517,38.99848484848485,-8.77846153846154,87.8939393939394,79.30769230769229,395.9366863905323,351.8395061728395,3.0
64,1992,arizona,"574,090,000","125,000",,AZ,23.777248322147656,8.36127659574468,16.118814814814804,39.22147651006715,-9.317021276595742,92.79865771812081,73.12765957446808,556.3606249999998,294.75308641975306,2.94
65,1993,arizona,"547,010,000","243,000",,AZ,25.166509433962254,9.100188679245278,17.25453608247422,41.525471698113186,-7.2679245283018865,104.69811320754715,62.46226415094339,512.7853503184714,260.64102564102564,2.78
66,1994,arizona,"459,546,000","364,000",,AZ,25.30191304347825,8.862499999999997,17.104299065420562,42.92521739130435,-8.324137931034484,108.10434782608696,74.27586206896551,384.44335664335665,233.00699300699299,2.825
67,1995,arizona,"498,121,000","208,000",,AZ,24.040364963503645,7.908571428571428,16.01916666666667,41.891240875912416,-7.756390977443613,85.10218978102189,77.80451127819549,358.7628787878789,231.2153846153846,3.16
68,1996,arizona,"450,478,000","405,000",,AZ,24.38261538461539,8.134477611940298,16.282619047619043,39.62846153846153,-10.116417910447764,93.12307692307692,83.30597014925372,280.7503759398495,164.93129770992363,3.275
69,1997,arizona,"467,026,000","459,000",,AZ,23.44880597014924,7.536043165467622,15.542992125984256,39.553731343283566,-10.760431654676257,88.72388059701494,90.3021582733813,392.98267716535423,406.62307692307695,3.14
70,1998,arizona,"477,277,000","504,000",,AZ,22.38924812030075,7.0131159420289855,14.647952755905516,40.621804511278185,-9.742028985507252,76.13533834586467,93.1304347826087,420.86180555555563,247.8045112781955,3.1833333333333336
71,1999,arizona,"534,928,000","437,000",,AZ,23.84488549618321,7.568222222222222,15.686528925619836,38.503053435114495,-8.410370370370368,75.99236641221374,86.08148148148148,313.45064935064937,154.82191780821918,3.011111111111111
72,2000,arizona,"598,840,000","550,000",,AZ,23.422101449275374,7.267013888888888,15.26206106870229,38.81086956521739,-9.914583333333333,87.03623188405795,94.79166666666669,363.79565217391314,208.0,3.0749999999999997
73,2001,arizona,"641,866,000","702,000",,AZ,23.838692307692305,7.56496240601504,15.504621848739493,39.617692307692316,-10.536842105263156,94.4,92.67669172932331,327.76466666666687,277.7348484848485,3.0333333333333337
74,2002,arizona,"617,742,000","775,000",,AZ,23.72621621621623,7.384183006535947,15.51678571428571,39.37162162162161,-11.225490196078429,87.92567567567568,91.94117647058823,215.91103896103888,87.5,3.10625
75,2003,arizona,"596,429,000","672,000",,AZ,23.74557692307692,8.041062499999999,15.80569444444444,40.648717948717945,-10.520000000000003,89.08974358974359,83.14375,318.0725,176.64335664335664,3.071428571428572
76,2004,arizona,"567,498,000","675,000",,AZ,22.920204081632647,7.61390410958904,15.34755555555556,38.031972789115656,-9.901369863013699,83.33333333333333,85.65753424657535,388.10256410256403,171.75182481751824,3.1
77,2005,arizona,"590,105,000","729,000",,AZ,23.052631578947373,7.542451612903223,15.260069444444447,40.10460526315791,-9.7883870967742,76.9342105263158,82.01290322580645,404.7190839694657,290.3645833333333,2.953333333333333
78,2006,arizona,"587,975,000","806,000",,AZ,22.75729166666666,7.094729729729731,14.786148148148145,38.96388888888888,-10.952702702702704,71.0763888888889,95.72297297297294,295.1610169491525,276.93617021276594,3.0615384615384613
79,2007,arizona,"606,782,000","891,000",,AZ,22.92134228187919,7.4263157894736835,15.030434782608696,39.58523489932886,-13.791447368421053,79.5704697986577,92.15131578947368,351.05234375000015,186.98181818181817,4.629411764705883
80,2008,arizona,"596,318,000","1,050,000",,AZ,21.998473282442752,6.641958041958038,14.262325581395347,37.387786259541976,-12.213286713286712,66.67175572519083,101.27272727272728,407.30990990990995,401.5,2.96
81,2009,arizona,"610,534,000","870,000",,AZ,22.67666666666666,7.3023841059602645,15.01150684931507,38.35102040816325,-10.129139072847686,74.74829931972789,92.37086092715231,233.7803738317757,212.95945945945942,2.9588235294117644
82,2010,arizona,"552,909,000","598,000",,AZ,22.030858895705517,7.046586826347312,14.5208125,38.301840490797545,-12.917365269461081,71.57055214723927,95.26347305389221,396.4630901287555,372.5315315315315,2.9266666666666667
83,2011,arizona,"568,630,000","750,000",,AZ,22.72679144385027,7.080053191489355,14.867142857142866,39.0620320855615,-16.254787234042553,80.7379679144385,96.51595744680851,264.913307984791,577.75,2.9562500000000003
84,2012,arizona,"525,919,000","1,064,000",,AZ,23.39510416666667,7.569738219895284,15.48414893617022,38.32604166666664,-9.29424083769634,78.72916666666667,90.35602094240838,263.6335664335664,609.7209302325581,2.7749999999999995
85,2013,arizona,"520,600,000","990,000",,AZ,21.94772727272728,6.885224719101124,14.356839080459778,39.42443181818182,-14.675280898876409,67.875,98.6741573033708,320.8918518518515,423.57142857142856,2.86875
86,2014,arizona,"442,952,000","1,334,000",,AZ,22.96126506024096,7.824277108433733,15.369999999999992,37.16084337349397,-8.936746987951805,67.36144578313252,80.77710843373494,326.45201465201467,159.7704918032787,2.825
87,2015,arizona,"438,765,000","1,178,000",,AZ,22.2508383233533,7.425847953216375,14.888909090909095,37.637724550898206,-11.577777777777774,63.70059880239521,86.01169590643275,382.64101562500014,492.1071428571428,2.966666666666667
88,2016,arizona,"450,705,000","1,320,000",,AZ,23.0621686746988,7.567159763313608,15.34548780487805,40.17710843373496,-11.34023668639053,70.40963855421687,82.98224852071006,346.4988416988417,445.0,3.111764705882354
89,2017,arizona,"510,792,000","992,000",,AZ,23.26181818181818,7.753225806451608,15.527919463087256,39.65000000000003,-10.357419354838713,72.72727272727273,75.38064516129032,272.16590038314183,308.73214285714283,3.1125000000000003
90,1988,arkansas,"628,850,000","32,000",83200000.0,AR,22.48014705882353,8.96,15.716949152542375,38.600000000000016,-15.964615384615383,75.57352941176471,74.32307692307694,1169.833333333334,279.9649122807017,3.35
91,1989,arkansas,"672,790,000","36,000",75200000.0,AR,21.443150684931506,9.063823529411764,15.253582089552241,36.45068493150684,-20.34264705882353,46.397260273972606,77.69117647058823,1297.6890624999996,83.06722689075629,3.4000000000000004
92,1990,arkansas,"586,430,000","72,000",90450000.0,AR,23.282465753424674,10.589014084507044,16.957,38.90958904109592,-12.956338028169014,73.12328767123287,48.492957746478865,1726.43037037037,42.73943661971831,3.4
93,1991,arkansas,"586,910,000","126,000",89600000.0,AR,22.34743243243243,10.645774647887322,16.526285714285713,37.30540540540538,-9.964788732394362,65.82432432432432,62.338028169014095,1545.287786259542,14.956204379562044,3.25
94,1992,arkansas,"502,150,000","70,000",104280000.0,AR,21.600923076923074,9.47709677419355,15.543965517241382,35.0076923076923,-10.982258064516133,35.230769230769226,59.967741935483865,1222.8381355932206,40.5234375,3.25
95,1993,arkansas,"607,748,000","60,000",92300000.0,AR,21.473333333333322,9.322916666666664,15.441159420289855,38.7,-10.748611111111114,70.04166666666667,76.56944444444444,1344.9820312500005,58.6962962962963,3.45
96,1994,arkansas,"603,830,000","55,000",115600000.0,AR,22.001639344262294,9.697333333333333,15.899655172413794,35.949180327868845,-12.480000000000002,51.180327868852466,64.8,1389.972641509434,90.05769230769229,3.0
97,1995,arkansas,"563,335,000","40,000",88400000.0,AR,22.108591549295763,9.572794117647065,15.884687499999998,38.670422535211294,-12.52058823529412,66.46478873239437,71.05882352941177,1095.3387596899224,87.66417910447761,3.2
98,1996,arkansas,"534,035,000","60,000",112000000.0,AR,21.585479452054802,9.365,15.434328358208951,36.635616438356145,-16.76285714285714,51.12328767123286,73.24285714285716,1329.1675862068969,68.97887323943662,3.3
99,1997,arkansas,"550,522,000","60,000",109800000.0,AR,21.529285714285713,9.445138888888891,15.505522388059704,38.117142857142866,-13.472222222222221,59.52857142857143,59.01388888888889,1295.5744525547445,102.04225352112677,3.0
100,1998,arkansas,"537,659,000","60,000",85000000.0,AR,23.321250000000006,11.369852941176472,17.357462686567164,39.68611111111112,-9.51617647058823,95.55555555555556,47.79411764705882,1266.8503448275874,6.986486486486488,3.0666666666666664
101,1999,arkansas,"567,543,000","48,000",92400000.0,AR,23.501282051282054,10.159142857142859,16.865942028985508,39.526923076923076,-11.880000000000004,72.74358974358974,56.52857142857143,1119.6737931034481,33.756756756756765,2.9714285714285715
102,2000,arkansas,"565,659,000","48,000",80325000.0,AR,22.301967213114754,9.649107142857146,15.893846153846154,41.414754098360646,-12.773214285714287,73.06557377049181,76.41071428571429,1167.088028169014,217.3636363636364,2.9200000000000004
103,2001,arkansas,"558,414,000","36,000",91200000.0,AR,22.433661971830997,10.020724637681157,16.215507246376813,37.3830985915493,-13.404347826086955,63.71830985915493,62.02898550724638,1386.8392857142856,26.629370629370626,2.6266666666666665
104,2002,arkansas,"570,201,000","70,000",96480000.0,AR,21.757922077922085,9.906901408450704,15.849142857142851,36.43896103896101,-11.285915492957745,62.987012987012996,75.4225352112676,1310.1095890410961,92.73287671232876,2.793333333333333
105,2003,arkansas,"580,979,000","120,000",111265000.0,AR,21.55594594594594,9.72591549295775,15.648115942028985,37.241891891891896,-12.670422535211268,46.689189189189186,74.98591549295773,1108.7459854014594,111.47826086956522,2.88125
106,2004,arkansas,"529,047,000","85,000",122850000.0,AR,21.75108108108108,10.304117647058826,15.994545454545445,35.73918918918917,-12.664705882352939,34.04054054054054,62.397058823529406,1426.408208955224,78.5,2.8312500000000003
107,2005,arkansas,"514,276,000","60,000",102000000.0,AR,22.878378378378372,10.227323943661972,16.546999999999993,38.47567567567569,-11.126760563380277,84.01351351351352,61.05633802816902,907.2115044247787,19.69369369369369,2.6823529411764704
108,2006,arkansas,"533,834,000","48,000",107450000.0,AR,23.006206896551728,10.159135802469141,16.596666666666664,39.271264367816094,-10.92716049382716,72.82758620689657,62.09876543209877,1267.1826388888894,26.44927536231884,2.9928571428571433
109,2007,arkansas,"562,426,000","60,000",101520000.0,AR,22.47243902439024,10.543424657534253,16.49013888888889,39.78536585365853,-10.142465753424656,56.585365853658544,69.36986301369863,1182.330344827586,28.092198581560282,2.6428571428571432
110,2008,arkansas,"517,292,000","56,000",123500000.0,AR,21.44415584415585,9.321739130434787,15.38478260869566,38.27142857142858,-11.60434782608696,47.31168831168832,84.46376811594203,1568.8204225352108,163.0,2.833333333333333
111,2009,arkansas,"548,873,000","45,000",122625000.0,AR,21.23287671232877,9.996142857142852,15.612463768115942,37.287671232876704,-9.775714285714287,42.684931506849324,68.12857142857143,1811.6739130434776,18.192592592592593,2.6111111111111107
112,2010,arkansas,"504,040,000","84,000",110250000.0,AR,22.210666666666665,9.967613636363636,16.07639534883721,39.49555555555556,-13.863636363636363,87.31111111111113,79.9090909090909,992.5765432098764,213.85915492957747,2.5187500000000003
113,2011,arkansas,"535,514,000","24,000",126280000.0,AR,22.718390804597718,10.18101123595505,16.44767441860464,42.89655172413796,-14.92247191011236,86.88505747126437,64.12359550561797,1457.3879194630874,265.41176470588243,2.7625
114,2012,arkansas,"494,002,000","21,000",127725000.0,AR,23.88000000000001,11.012235294117652,17.44833333333335,40.91058823529411,-8.487058823529411,82.03529411764707,55.74117647058824,997.6300699300699,126.94117647058823,2.66875
115,2013,arkansas,"511,379,000","36,000",139710000.0,AR,21.060506329113927,9.312250000000002,15.173037974683547,37.460759493670906,-9.05,57.860759493670884,82.2125,1355.1736842105256,63.647058823529406,2.5200000000000005
116,2014,arkansas,"473,297,000","36,000",156020000.0,AR,20.67349397590362,8.958674698795178,14.827407407407405,36.108433734939744,-14.548192771084338,40.16867469879518,86.855421686747,1208.2524324324322,126.53061224489795,2.7066666666666674
117,2015,arkansas,"518,619,000","30,000",163154000.0,AR,21.944534883720934,10.253214285714282,16.076746987951804,37.358139534883726,-13.997619047619045,63.2093023255814,65.5952380952381,1743.5533707865163,186.10619469026545,2.546666666666667
118,2016,arkansas,"494,544,000","30,000",148854000.0,AR,22.986785714285716,10.9759756097561,16.979024390243904,37.24999999999998,-11.286585365853655,70.38095238095238,61.97560975609756,1253.0158730158732,31.273504273504273,2.635294117647059
119,2017,arkansas,"524,475,000","38,000",176400000.0,AR,22.780476190476183,10.757710843373497,16.763253012048196,35.727380952380926,-12.934939759036146,41.91666666666666,52.93975903614458,1284.8373056994822,41.93103448275862,2.7588235294117647
120,1988,california,"2,070,710,000","4,186,000",,CA,22.395353535353536,8.030047169811324,15.334833333333336,39.76515151515152,-6.377830188679246,61.914141414141405,50.93867924528302,459.87727272727295,341.94676806083646,2.97
121,1989,california,"2,056,490,000","4,536,000",,CA,21.951017699115067,7.613012552301254,14.779581395348835,38.58628318584073,-8.745188284518827,53.47345132743364,57.89539748953975,438.63770949720674,288.7111111111111,2.9799999999999995
122,1990,california,"1,890,920,000","5,250,000",,CA,21.98053333333333,7.577949790794978,14.874345794392516,39.25822222222221,-11.27782426778243,56.0488888888889,63.15062761506276,409.63028571428566,420.8864353312303,3.185
123,1991,california,"1,965,580,000","5,250,000",,CA,21.19975409836065,7.4500396825396775,14.507946428571428,38.57049180327868,-5.418650793650792,54.38114754098361,58.80952380952381,579.2618644067798,337.67069486404836,3.1050000000000004
124,1992,california,"1,908,900,000","5,500,000",,CA,21.6178417266187,8.302444444444442,15.052834645669293,37.758633093525184,-5.624814814814808,56.35611510791367,51.35185185185186,681.6269230769234,349.1081081081081,3.0210526315789483
125,1993,california,"1,829,597,000","5,625,000",,CA,21.88408256880733,8.215022222222228,15.070882352941178,38.85917431192663,-5.6359999999999975,51.35321100917431,44.937777777777775,786.5139465875365,361.4145569620253,3.0684210526315794
126,1994,california,"1,795,879,000","5,875,000",,CA,21.176858108108107,7.093135313531361,14.068727915194335,38.20777027027025,-5.805610561056103,55.28716216216216,65.35973597359735,506.6324561403508,330.9595015576324,3.004545454545455
127,1995,california,"1,775,864,000","7,000,000",,CA,21.231371237458198,7.7846732026143775,14.427375886524816,37.76755852842809,-4.23006535947712,48.244147157190625,52.0,977.4480597014917,351.60327868852465,2.955
128,1996,california,"1,736,019,000","6,875,000",,CA,21.51707462686568,7.86881502890173,14.647484276729555,38.386268656716396,-5.62947976878613,57.99701492537314,55.49421965317921,935.3660714285704,428.4777070063694,2.7875
129,1997,california,"1,936,801,000","8,190,000",,CA,21.146890243902444,7.748942598187308,14.373980582524268,37.97286585365856,-7.012386706948645,48.109756097560975,57.891238670694854,586.8307692307695,187.58199356913184,2.9529411764705884
