"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","112,621","6.8"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","80","9.4"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","17,561","25.3"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","39","12.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","42,702","17.9"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","151","9.6"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","51,268","5.7"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","25","22.1"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,602","26.8"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","135","10.4"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","45,330","20.9"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","308","20.9"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","271,497","31.5"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","23","24.1"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","47,344","46.5"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","84","20.9"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,391,845","17.8"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","59","8.8"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","7,919","6.6"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","4","2.4"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","719","4.1"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","11","31.1"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","465","48.9"
"CENSUS","2012","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","49","42.0"
"CENSUS","2012","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,645","75.5"
"CENSUS","2012","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","4","(H)"
"CENSUS","2012","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","356","(H)"
"CENSUS","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","85","11.2"
"CENSUS","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","29,895","15.7"
"CENSUS","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","8","42.8"
"CENSUS","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,421","54.4"
"CENSUS","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","252","5.0"
"CENSUS","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","59,998","35.5"
"CENSUS","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","90","6.3"
"CENSUS","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","46,029","16.8"
"CENSUS","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","5","78.2"
"CENSUS","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,339","56.0"
"CENSUS","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","51","14.5"
"CENSUS","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","6,525","11.7"
"CENSUS","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","8","4.9"
"CENSUS","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","12,297","1.2"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","7","35.9"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,756","23.0"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","12","63.2"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","19,967","19.0"
"CENSUS","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","9","25.8"
"CENSUS","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","11,783","24.4"
"CENSUS","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","173","4.7"
"CENSUS","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,392,354","19.7"
"CENSUS","2012","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","1","2.0"
"CENSUS","2012","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","5","38.4"
"CENSUS","2012","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","603","21.3"
"CENSUS","2012","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","1","22.9"
"CENSUS","2012","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","2","2.3"
"CENSUS","2012","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","241","6.6"
"CENSUS","2012","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","53,956","7.2"
"CENSUS","2012","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","11","40.5"
"CENSUS","2012","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,457","36.3"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","29","31.4"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,532","17.7"
"CENSUS","2012","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","1","94.9"
"CENSUS","2012","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","6","15.8"
"CENSUS","2012","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","25,194","3.7"
"CENSUS","2012","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","246","9.6"
"CENSUS","2012","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","37,945","10.3"
"CENSUS","2012","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","25","20.4"
"CENSUS","2012","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","8,704","6.8"
"CENSUS","2012","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","9","18.3"
"CENSUS","2012","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","276,564","0.6"
"CENSUS","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","38","73.3"
"CENSUS","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,384","78.5"
"CENSUS","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","7","50.7"
"CENSUS","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CATTLE","CATTLE, PRODUCTION CONTRACT, ON FEED - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION","TOTAL","NOT SPECIFIED","484","8.1"
"CENSUS","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CATTLE","CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","73,217","18.2"
