"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2018","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,340,000",""
"SURVEY","2018","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","460,000",""
"SURVEY","2018","YEAR","","STATE","MAINE","23","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","31,000",""
"SURVEY","2018","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","450,000",""
"SURVEY","2018","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","14,000",""
"SURVEY","2018","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,300,000",""
"SURVEY","2018","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,900,000",""
"SURVEY","2018","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","480,000",""
"SURVEY","2018","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","2018","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","115,000",""
"SURVEY","2018","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,600,000",""
"SURVEY","2018","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2018","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2018","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","72,000",""
"SURVEY","2018","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","135,000",""
"SURVEY","2018","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,100,000",""
"SURVEY","2018","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","910,000",""
"SURVEY","2018","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,150,000",""
"SURVEY","2018","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","2018","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","320,000",""
"SURVEY","2018","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","80,000",""
"SURVEY","2018","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,350,000",""
"SURVEY","2018","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2018","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","340,000",""
"SURVEY","2018","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,300,000",""
"SURVEY","2018","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","740,000",""
"SURVEY","2018","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,200,000",""
"SURVEY","2018","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","70,000",""
"SURVEY","2018","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","85,000",""
"SURVEY","2018","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","485,000",""
"SURVEY","2018","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","165,000",""
"SURVEY","2018","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","46,000",""
"SURVEY","2018","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,900,000",""
"SURVEY","2018","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","95,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","250,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","75,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","650,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","450,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","COLORADO","08","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,460,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","CONNECTICUT","09","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","80,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","360,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","IDAHO","16","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","350,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","11,000,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,100,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","13,300,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,400,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,310,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","430,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","MAINE","23","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","30,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","470,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","16,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,300,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,800,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","490,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,400,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","MONTANA","30","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","120,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,700,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","NEVADA","32","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","14,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","75,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","120,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,120,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","930,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,350,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,550,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","310,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","95,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,350,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","RHODE ISLAND","44","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","330,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,200,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","780,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,300,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","UTAH","49","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","75,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","VERMONT","50","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","89,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","490,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","180,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","48,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,900,000",""
"SURVEY","2018","YEAR - JUN ACREAGE","","STATE","WYOMING","56","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","95,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","260,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","60,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","650,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","430,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","COLORADO","08","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,500,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","CONNECTICUT","09","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","150,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","70,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","330,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","IDAHO","16","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","330,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","11,000,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,100,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","13,300,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,100,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,280,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","450,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","MAINE","23","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","31,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","440,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","16,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,250,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","7,500,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","490,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,400,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","MONTANA","30","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","115,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","9,300,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","NEVADA","32","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","73,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","120,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,020,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","900,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,050,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,450,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","310,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","95,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","OTHER STATES","","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,370,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","RHODE ISLAND","44","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","340,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,700,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","750,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,400,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","UTAH","49","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","75,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","VERMONT","50","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","85,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","180,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","50,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,850,000",""
"SURVEY","2018","YEAR - MAR ACREAGE","","STATE","WYOMING","56","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","2018","YEAR - OCT ACREAGE","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","250,000",""
"SURVEY","2018","YEAR - OCT ACREAGE","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","65,000",""
"SURVEY","2018","YEAR - OCT ACREAGE","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","660,000",""
"SURVEY","2018","YEAR - OCT ACREAGE","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","450,000",""
"SURVEY","2018","YEAR - OCT ACREAGE","","STATE","COLORADO","08","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,470,000",""
"SURVEY","2018","YEAR - OCT ACREAGE","","STATE","CONNECTICUT","09","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","23,000",""
"SURVEY","2018","YEAR - OCT ACREAGE","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","170,000",""
"SURVEY","2018","YEAR - OCT ACREAGE","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","100,000",""
